             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
      3933764_8679     nodes task_arr   phyada  R      51:45      1 node044
      3933764_8680     nodes task_arr   phyada  R      51:45      1 node044
      3933764_8681     nodes task_arr   phyada  R      51:45      1 node044
      3933764_8682     nodes task_arr   phyada  R      51:45      1 node044
      3933764_8683     nodes task_arr   phyada  R      51:45      1 node050
      3933764_8675     nodes task_arr   phyada  R      52:46      1 node019
      3933764_8676     nodes task_arr   phyada  R      52:46      1 node019
      3933764_8669     nodes task_arr   phyada  R      54:49      1 node019
      3933764_8670     nodes task_arr   phyada  R      54:49      1 node019
      3933764_8671     nodes task_arr   phyada  R      54:49      1 node019
      3933764_8672     nodes task_arr   phyada  R      54:49      1 node019
      3933764_8673     nodes task_arr   phyada  R      54:49      1 node039
      3933764_8674     nodes task_arr   phyada  R      54:49      1 node050
      3933764_8668     nodes task_arr   phyada  R      55:50      1 node050
      3933764_8666     nodes task_arr   phyada  R      57:53      1 node039
      3933764_8667     nodes task_arr   phyada  R      57:53      1 node050
      3933764_8663     nodes task_arr   phyada  R      58:54      1 node043
      3933764_8664     nodes task_arr   phyada  R      58:54      1 node043
      3933764_8665     nodes task_arr   phyada  R      58:54      1 node050
      3933764_8661     nodes task_arr   phyada  R    1:00:57      1 node019
      3933764_8662     nodes task_arr   phyada  R    1:00:57      1 node019
      3933764_8657     nodes task_arr   phyada  R    1:01:58      1 node050
      3933764_8658     nodes task_arr   phyada  R    1:01:58      1 node039
      3933764_8659     nodes task_arr   phyada  R    1:01:58      1 node039
      3933764_8660     nodes task_arr   phyada  R    1:01:58      1 node043
      3933764_8656     nodes task_arr   phyada  R    1:02:59      1 node050
      3933764_8632     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8633     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8634     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8635     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8636     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8637     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8638     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8639     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8640     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8641     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8642     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8643     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8644     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8645     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8646     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8647     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8648     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8649     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8650     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8651     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8652     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8653     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8654     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8655     nodes task_arr   phyada  R    1:04:01      1 node020
      3933764_8563     nodes task_arr   phyada  R    1:05:02      1 node043
      3933764_8564     nodes task_arr   phyada  R    1:05:02      1 node043
      3933764_8565     nodes task_arr   phyada  R    1:05:02      1 node043
      3933764_8566     nodes task_arr   phyada  R    1:05:02      1 node043
      3933764_8567     nodes task_arr   phyada  R    1:05:02      1 node043
      3933764_8568     nodes task_arr   phyada  R    1:05:02      1 node043
      3933764_8569     nodes task_arr   phyada  R    1:05:02      1 node043
      3933764_8570     nodes task_arr   phyada  R    1:05:02      1 node043
      3933764_8571     nodes task_arr   phyada  R    1:05:02      1 node043
      3933764_8572     nodes task_arr   phyada  R    1:05:02      1 node019
      3933764_8573     nodes task_arr   phyada  R    1:05:02      1 node019
      3933764_8574     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8575     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8576     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8577     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8578     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8579     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8580     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8581     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8582     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8583     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8584     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8585     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8586     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8587     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8588     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8589     nodes task_arr   phyada  R    1:05:02      1 node020
      3933764_8590     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8591     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8592     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8593     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8594     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8595     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8596     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8597     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8598     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8599     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8600     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8601     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8602     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8603     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8604     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8605     nodes task_arr   phyada  R    1:05:02      1 node001
      3933764_8606     nodes task_arr   phyada  R    1:05:02      1 node002
      3933764_8607     nodes task_arr   phyada  R    1:05:02      1 node003
      3933764_8608     nodes task_arr   phyada  R    1:05:02      1 node003
      3933764_8609     nodes task_arr   phyada  R    1:05:02      1 node003
      3933764_8610     nodes task_arr   phyada  R    1:05:02      1 node003
      3933764_8611     nodes task_arr   phyada  R    1:05:02      1 node003
      3933764_8612     nodes task_arr   phyada  R    1:05:02      1 node003
      3933764_8613     nodes task_arr   phyada  R    1:05:02      1 node003
      3933764_8614     nodes task_arr   phyada  R    1:05:02      1 node003
      3933764_8615     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8616     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8617     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8618     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8619     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8620     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8621     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8622     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8623     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8624     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8625     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8626     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8627     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8628     nodes task_arr   phyada  R    1:05:02      1 node007
      3933764_8629     nodes task_arr   phyada  R    1:05:02      1 node012
      3933764_8630     nodes task_arr   phyada  R    1:05:02      1 node014
      3933764_8631     nodes task_arr   phyada  R    1:05:02      1 node014
      3933764_8558     nodes task_arr   phyada  R    1:07:04      1 node019
      3933764_8559     nodes task_arr   phyada  R    1:07:04      1 node019
      3933764_8560     nodes task_arr   phyada  R    1:07:04      1 node019
      3933764_8561     nodes task_arr   phyada  R    1:07:04      1 node019
      3933764_8562     nodes task_arr   phyada  R    1:07:04      1 node050
      3933764_8556     nodes task_arr   phyada  R    1:08:06      1 node019
      3933764_8557     nodes task_arr   phyada  R    1:08:06      1 node019
      3933764_8555     nodes task_arr   phyada  R    1:09:07      1 node050
      3933764_8553     nodes task_arr   phyada  R    1:10:08      1 node050
      3933764_8554     nodes task_arr   phyada  R    1:10:08      1 node050
      3933764_8552     nodes task_arr   phyada  R    1:11:10      1 node050
      3933764_8551     nodes task_arr   phyada  R    1:12:11      1 node002
      3933764_8549     nodes task_arr   phyada  R    1:13:12      1 node050
      3933764_8550     nodes task_arr   phyada  R    1:13:12      1 node050
      3933764_8533     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8534     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8535     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8536     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8537     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8538     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8539     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8540     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8541     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8542     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8543     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8544     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8545     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8546     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8547     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8548     nodes task_arr   phyada  R    1:13:13      1 node050
      3933764_8532     nodes task_arr   phyada  R    1:17:17      1 node039
      3933764_8525     nodes task_arr   phyada  R    1:18:18      1 node015
      3933764_8526     nodes task_arr   phyada  R    1:18:18      1 node015
      3933764_8527     nodes task_arr   phyada  R    1:18:18      1 node015
      3933764_8528     nodes task_arr   phyada  R    1:18:18      1 node015
      3933764_8529     nodes task_arr   phyada  R    1:18:18      1 node015
      3933764_8530     nodes task_arr   phyada  R    1:18:18      1 node015
      3933764_8531     nodes task_arr   phyada  R    1:18:18      1 node015
      3933764_8523     nodes task_arr   phyada  R    1:19:19      1 node019
      3933764_8524     nodes task_arr   phyada  R    1:19:19      1 node019
      3933764_8519     nodes task_arr   phyada  R    1:20:20      1 node019
      3933764_8520     nodes task_arr   phyada  R    1:20:20      1 node019
      3933764_8521     nodes task_arr   phyada  R    1:20:20      1 node019
      3933764_8522     nodes task_arr   phyada  R    1:20:20      1 node019
      3933764_8517     nodes task_arr   phyada  R    1:21:21      1 node019
      3933764_8518     nodes task_arr   phyada  R    1:21:21      1 node019
      3933764_8515     nodes task_arr   phyada  R    1:22:22      1 node019
      3933764_8516     nodes task_arr   phyada  R    1:22:22      1 node019
      3933764_8514     nodes task_arr   phyada  R    1:23:22      1 node039
      3933764_8511     nodes task_arr   phyada  R    1:24:23      1 node002
      3933764_8512     nodes task_arr   phyada  R    1:24:23      1 node019
      3933764_8513     nodes task_arr   phyada  R    1:24:23      1 node019
      3933764_8507     nodes task_arr   phyada  R    1:26:25      1 node002
      3933764_8508     nodes task_arr   phyada  R    1:26:25      1 node039
      3933764_8509     nodes task_arr   phyada  R    1:26:25      1 node039
      3933764_8510     nodes task_arr   phyada  R    1:26:25      1 node039
      3933764_8506     nodes task_arr   phyada  R    1:28:27      1 node039
      3933764_8505     nodes task_arr   phyada  R    1:29:28      1 node039
      3933764_8503     nodes task_arr   phyada  R    1:31:30      1 node019
      3933764_8504     nodes task_arr   phyada  R    1:31:30      1 node019
      3933764_8502     nodes task_arr   phyada  R    1:33:32      1 node002
      3933764_8496     nodes task_arr   phyada  R    1:35:35      1 node031
      3933764_8497     nodes task_arr   phyada  R    1:35:35      1 node002
      3933764_8498     nodes task_arr   phyada  R    1:35:35      1 node002
      3933764_8499     nodes task_arr   phyada  R    1:35:35      1 node002
      3933764_8500     nodes task_arr   phyada  R    1:35:35      1 node004
      3933764_8501     nodes task_arr   phyada  R    1:35:35      1 node004
      3933764_8495     nodes task_arr   phyada  R    1:38:39      1 node039
      3933764_8493     nodes task_arr   phyada  R    1:39:41      1 node021
      3933764_8494     nodes task_arr   phyada  R    1:39:41      1 node039
      3933764_8485     nodes task_arr   phyada  R    1:41:44      1 node021
      3933764_8486     nodes task_arr   phyada  R    1:41:44      1 node021
      3933764_8487     nodes task_arr   phyada  R    1:41:44      1 node021
      3933764_8488     nodes task_arr   phyada  R    1:41:44      1 node021
      3933764_8489     nodes task_arr   phyada  R    1:41:44      1 node021
      3933764_8490     nodes task_arr   phyada  R    1:41:44      1 node021
      3933764_8491     nodes task_arr   phyada  R    1:41:44      1 node039
      3933764_8492     nodes task_arr   phyada  R    1:41:44      1 node039
      3933764_8484     nodes task_arr   phyada  R    1:43:46      1 node039
      3933764_8482     nodes task_arr   phyada  R    1:44:48      1 node019
      3933764_8483     nodes task_arr   phyada  R    1:44:48      1 node019
      3933764_8480     nodes task_arr   phyada  R    1:45:49      1 node002
      3933764_8481     nodes task_arr   phyada  R    1:45:49      1 node002
      3933764_8477     nodes task_arr   phyada  R    1:46:50      1 node002
      3933764_8478     nodes task_arr   phyada  R    1:46:50      1 node002
      3933764_8479     nodes task_arr   phyada  R    1:46:50      1 node039
      3933764_8474     nodes task_arr   phyada  R    1:47:51      1 node019
      3933764_8475     nodes task_arr   phyada  R    1:47:51      1 node019
      3933764_8476     nodes task_arr   phyada  R    1:47:51      1 node039
      3933764_8473     nodes task_arr   phyada  R    1:49:53      1 node021
      3933764_8466     nodes task_arr   phyada  R    1:52:57      1 node021
      3933764_8467     nodes task_arr   phyada  R    1:52:57      1 node021
      3933764_8468     nodes task_arr   phyada  R    1:52:57      1 node021
      3933764_8469     nodes task_arr   phyada  R    1:52:57      1 node021
      3933764_8470     nodes task_arr   phyada  R    1:52:57      1 node021
      3933764_8471     nodes task_arr   phyada  R    1:52:57      1 node021
      3933764_8472     nodes task_arr   phyada  R    1:52:57      1 node021
      3933764_8458     nodes task_arr   phyada  R    1:55:00      1 node004
      3933764_8459     nodes task_arr   phyada  R    1:55:00      1 node004
      3933764_8460     nodes task_arr   phyada  R    1:55:00      1 node004
      3933764_8461     nodes task_arr   phyada  R    1:55:00      1 node004
      3933764_8462     nodes task_arr   phyada  R    1:55:00      1 node004
      3933764_8463     nodes task_arr   phyada  R    1:55:00      1 node004
      3933764_8464     nodes task_arr   phyada  R    1:55:00      1 node004
      3933764_8465     nodes task_arr   phyada  R    1:55:00      1 node004
      3933764_8456     nodes task_arr   phyada  R    1:56:02      1 node021
      3933764_8457     nodes task_arr   phyada  R    1:56:02      1 node021
      3933764_8454     nodes task_arr   phyada  R    1:57:04      1 node021
      3933764_8455     nodes task_arr   phyada  R    1:57:04      1 node021
      3933764_8453     nodes task_arr   phyada  R    1:59:07      1 node021
      3933764_8452     nodes task_arr   phyada  R    2:00:08      1 node021
      3933764_8445     nodes task_arr   phyada  R    2:01:09      1 node021
      3933764_8446     nodes task_arr   phyada  R    2:01:09      1 node021
      3933764_8447     nodes task_arr   phyada  R    2:01:09      1 node021
      3933764_8448     nodes task_arr   phyada  R    2:01:09      1 node021
      3933764_8449     nodes task_arr   phyada  R    2:01:09      1 node021
      3933764_8450     nodes task_arr   phyada  R    2:01:09      1 node021
      3933764_8451     nodes task_arr   phyada  R    2:01:09      1 node021
      3933764_8425     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8426     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8427     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8428     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8429     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8430     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8431     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8432     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8433     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8434     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8435     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8436     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8437     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8438     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8439     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8440     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8441     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8442     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8443     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8444     nodes task_arr   phyada  R    2:03:12      1 node021
      3933764_8424     nodes task_arr   phyada  R    2:09:20      1 node022
      3933764_8422     nodes task_arr   phyada  R    2:11:22      1 node024
      3933764_8423     nodes task_arr   phyada  R    2:11:22      1 node024
      3933764_8421     nodes task_arr   phyada  R    2:26:12      1 node049
      3933764_8420     nodes task_arr   phyada  R    3:09:13      1 node015
      3933764_8419     nodes task_arr   phyada  R    3:12:18      1 node015
      3933764_8416     nodes task_arr   phyada  R    3:20:31      1 node015
      3933764_8417     nodes task_arr   phyada  R    3:20:31      1 node015
      3933764_8418     nodes task_arr   phyada  R    3:20:31      1 node015
      3933764_8415     nodes task_arr   phyada  R    3:54:16      1 node051
      3933764_8382     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8383     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8384     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8385     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8386     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8387     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8388     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8389     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8390     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8391     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8392     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8393     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8394     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8395     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8396     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8397     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8398     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8399     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8400     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8401     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8402     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8403     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8404     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8405     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8406     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8407     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8408     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8409     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8410     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8411     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8412     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8413     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8414     nodes task_arr   phyada  R    3:55:19      1 node051
      3933764_8381     nodes task_arr   phyada  R    3:59:32      1 node015
      3933764_8380     nodes task_arr   phyada  R    4:23:25      1 node015
      3933764_8377     nodes task_arr   phyada  R    4:28:49      1 node015
      3933764_8378     nodes task_arr   phyada  R    4:28:49      1 node015
      3933764_8379     nodes task_arr   phyada  R    4:28:49      1 node015
      3933764_8376     nodes task_arr   phyada  R    4:29:52      1 node042
      3933764_8375     nodes task_arr   phyada  R    4:31:58      1 node031
      3933764_8374     nodes task_arr   phyada  R    4:34:04      1 node042
      3933764_8370     nodes task_arr   phyada  R    4:38:17      1 node043
      3933764_8371     nodes task_arr   phyada  R    4:38:17      1 node043
      3933764_8372     nodes task_arr   phyada  R    4:38:17      1 node043
      3933764_8373     nodes task_arr   phyada  R    4:38:17      1 node043
      3933764_8368     nodes task_arr   phyada  R    4:47:51      1 node030
      3933764_8369     nodes task_arr   phyada  R    4:47:51      1 node030
      3933764_8365     nodes task_arr   phyada  R    4:49:58      1 node028
      3933764_8366     nodes task_arr   phyada  R    4:49:58      1 node028
      3933764_8367     nodes task_arr   phyada  R    4:49:58      1 node034
      3933764_8363     nodes task_arr   phyada  R    4:58:23      1 node028
      3933764_8364     nodes task_arr   phyada  R    4:58:23      1 node028
      3933764_8359     nodes task_arr   phyada  R    4:59:26      1 node042
      3933764_8360     nodes task_arr   phyada  R    4:59:26      1 node042
      3933764_8361     nodes task_arr   phyada  R    4:59:26      1 node042
      3933764_8362     nodes task_arr   phyada  R    4:59:26      1 node042
      3933764_8347     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8348     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8349     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8350     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8351     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8352     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8353     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8354     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8355     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8356     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8357     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8358     nodes task_arr   phyada  R    5:00:29      1 node050
      3933764_8334     nodes task_arr   phyada  R    5:01:32      1 node043
      3933764_8335     nodes task_arr   phyada  R    5:01:32      1 node043
      3933764_8336     nodes task_arr   phyada  R    5:01:32      1 node043
      3933764_8337     nodes task_arr   phyada  R    5:01:32      1 node043
      3933764_8338     nodes task_arr   phyada  R    5:01:32      1 node043
      3933764_8339     nodes task_arr   phyada  R    5:01:32      1 node043
      3933764_8340     nodes task_arr   phyada  R    5:01:32      1 node050
      3933764_8341     nodes task_arr   phyada  R    5:01:32      1 node050
      3933764_8342     nodes task_arr   phyada  R    5:01:32      1 node050
      3933764_8343     nodes task_arr   phyada  R    5:01:32      1 node050
      3933764_8344     nodes task_arr   phyada  R    5:01:32      1 node050
      3933764_8345     nodes task_arr   phyada  R    5:01:32      1 node050
      3933764_8346     nodes task_arr   phyada  R    5:01:32      1 node050
      3933764_8333     nodes task_arr   phyada  R    5:02:34      1 node050
      3933764_8332     nodes task_arr   phyada  R    5:05:42      1 node050
      3933764_8331     nodes task_arr   phyada  R    5:06:45      1 node052
      3933764_8330     nodes task_arr   phyada  R    5:14:03      1 node050
      3933764_8327     nodes task_arr   phyada  R    5:15:06      1 node031
      3933764_8328     nodes task_arr   phyada  R    5:15:06      1 node050
      3933764_8329     nodes task_arr   phyada  R    5:15:06      1 node050
      3933764_8326     nodes task_arr   phyada  R    5:17:12      1 node034
      3933764_8322     nodes task_arr   phyada  R    5:18:15      1 node034
      3933764_8323     nodes task_arr   phyada  R    5:18:15      1 node034
      3933764_8324     nodes task_arr   phyada  R    5:18:15      1 node034
      3933764_8325     nodes task_arr   phyada  R    5:18:15      1 node034
      3933764_8321     nodes task_arr   phyada  R    5:46:38      1 node020
      3933764_8318     nodes task_arr   phyada  R    5:52:56      1 node028
      3933764_8319     nodes task_arr   phyada  R    5:52:56      1 node028
      3933764_8320     nodes task_arr   phyada  R    5:52:56      1 node028
      3933764_8317     nodes task_arr   phyada  R    6:01:16      1 node026
      3933764_8315     nodes task_arr   phyada  R    6:12:37      1 node039
      3933764_8314     nodes task_arr   phyada  R    6:19:53      1 node020
      3933764_8302     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8303     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8304     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8305     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8306     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8307     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8308     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8309     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8310     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8311     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8312     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8313     nodes task_arr   phyada  R    6:27:13      1 node005
      3933764_8301     nodes task_arr   phyada  R    6:30:21      1 node020
      3933764_8300     nodes task_arr   phyada  R    6:32:27      1 node030
      3933764_8299     nodes task_arr   phyada  R    6:33:30      1 node051
      3933764_8283     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8284     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8285     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8286     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8287     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8288     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8289     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8290     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8291     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8292     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8293     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8294     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8296     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8297     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8298     nodes task_arr   phyada  R    6:38:44      1 node005
      3933764_8271     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8272     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8273     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8274     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8275     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8276     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8277     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8278     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8279     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8280     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8281     nodes task_arr   phyada  R    6:39:47      1 node005
      3933764_8282     nodes task_arr   phyada  R    6:39:47      1 node051
      3933764_8270     nodes task_arr   phyada  R    6:42:52      1 node025
      3933764_8267     nodes task_arr   phyada  R    7:17:46      1 node051
      3933764_8261     nodes task_arr   phyada  R    7:44:18      1 node021
      3933764_8262     nodes task_arr   phyada  R    7:44:18      1 node037
      3933764_8259     nodes task_arr   phyada  R    7:50:25      1 node037
      3933764_8258     nodes task_arr   phyada  R    7:52:27      1 node037
      3933764_8257     nodes task_arr   phyada  R    7:56:33      1 node031
      3933764_8247     nodes task_arr   phyada  R    8:21:17      1 node024
      3933764_8231     nodes task_arr   phyada  R    8:24:22      1 node037
      3933764_8232     nodes task_arr   phyada  R    8:24:22      1 node037
      3933764_8233     nodes task_arr   phyada  R    8:24:22      1 node037
      3933764_8234     nodes task_arr   phyada  R    8:24:22      1 node037
      3933764_8235     nodes task_arr   phyada  R    8:24:22      1 node037
      3933764_8236     nodes task_arr   phyada  R    8:24:22      1 node037
      3933764_8237     nodes task_arr   phyada  R    8:24:22      1 node037
